url,locale,course,title,lines
/fr/wsl-containers/,fr,wsl-containers,WSL containers — Mission,49
/fr/wsl-containers/journal/,fr,wsl-containers,Journal,884
/github-actions/01-first-workflow/,en,github-actions,1. First workflow,223
/github-actions/02-build-and-test/,en,github-actions,2. Build and test .NET and Java,268
/github-actions/03-triggers/,en,github-actions,"3. Triggers, filters and concurrency",216
/github-actions/04-expressions-and-outputs/,en,github-actions,"4. Expressions, contexts and outputs",271
/github-actions/05-caches-and-artifacts/,en,github-actions,5. Caches and artifacts,323
/github-actions/06-reuse/,en,github-actions,6. Reusable workflows and composite actions,272
/github-actions/07-security/,en,github-actions,"7. Security: permissions, secrets, pinning, OIDC",250
/github-actions/08-pages/,en,github-actions,8. Deploying to GitHub Pages,223
/github-actions/09-debugging/,en,github-actions,9. Debugging runs,305
/github-actions/10-custom-action/,en,github-actions,10. Writing your own action,270
/github-actions/,en,github-actions,GitHub Actions — Mission,54
/github-actions/journal/,en,github-actions,Journal,110
/,en,,learn,90
/java-for-csharp/01-jdk-and-build-tools/,en,java-for-csharp,1. The JDK and build tools,401
/java-for-csharp/02-types-and-operators/,en,java-for-csharp,"2. Types, equality and operators",349
/java-for-csharp/03-classes-records-enums/,en,java-for-csharp,"3. Classes, records and enums",562
/java-for-csharp/04-generics-and-erasure/,en,java-for-csharp,4. Generics and type erasure,477
/java-for-csharp/05-exceptions-null-optional/,en,java-for-csharp,"5. Exceptions, null and Optional",577
/java-for-csharp/06-lambdas-and-functional-interfaces/,en,java-for-csharp,6. Lambdas and functional interfaces,458
/java-for-csharp/07-collections-and-streams/,en,java-for-csharp,7. Collections and Streams,449
/java-for-csharp/08-pattern-matching/,en,java-for-csharp,8. Pattern matching,462
/java-for-csharp/09-concurrency-and-virtual-threads/,en,java-for-csharp,9. Concurrency and virtual threads,647
/java-for-csharp/10-maven-and-gradle-in-depth/,en,java-for-csharp,10. Maven and Gradle in depth,556
/java-for-csharp/11-testing/,en,java-for-csharp,11. Testing,546
/java-for-csharp/12-standard-library/,en,java-for-csharp,12. The standard library you reach for,518
/java-for-csharp/,en,java-for-csharp,Java for C# developers — Mission,61
/java-for-csharp/journal/,en,java-for-csharp,Journal,188
/method/,en,method,Method,33
/rust-for-csharp-java/01-toolchain-and-cargo/,en,rust-for-csharp-java,1. Toolchain and Cargo,253
/rust-for-csharp-java/02-types-mutability-expressions/,en,rust-for-csharp-java,"2. Types, mutability and expressions",242
/rust-for-csharp-java/03-ownership-and-moves/,en,rust-for-csharp-java,3. Ownership and moves,247
/rust-for-csharp-java/04-borrowing-and-strings/,en,rust-for-csharp-java,4. Borrowing and strings,308
/rust-for-csharp-java/05-structs-enums-match/,en,rust-for-csharp-java,"5. Structs, enums and pattern matching",319
/rust-for-csharp-java/06-option-result/,en,rust-for-csharp-java,"6. Option, Result and ?",300
/rust-for-csharp-java/07-traits-and-generics/,en,rust-for-csharp-java,7. Traits and generics,349
/rust-for-csharp-java/08-collections-and-iterators/,en,rust-for-csharp-java,8. Collections and iterators,352
/rust-for-csharp-java/09-lifetimes/,en,rust-for-csharp-java,9. Lifetimes,398
/rust-for-csharp-java/10-modules-crates-workspaces/,en,rust-for-csharp-java,"10. Modules, crates and workspaces",462
/rust-for-csharp-java/11-smart-pointers/,en,rust-for-csharp-java,"11. Box, Rc, Arc and RefCell",415
/rust-for-csharp-java/12-threads-and-concurrency/,en,rust-for-csharp-java,"12. Threads, Send/Sync, Mutex and rayon",424
/rust-for-csharp-java/13-async-and-tokio/,en,rust-for-csharp-java,13. async and tokio,412
/rust-for-csharp-java/14-tests-docs-tooling/,en,rust-for-csharp-java,"14. Tests, docs, clippy and fmt",462
/rust-for-csharp-java/15-macros-unsafe-ffi/,en,rust-for-csharp-java,"15. Macros, unsafe and FFI",549
/rust-for-csharp-java/,en,rust-for-csharp-java,Rust for C#/Java developers — Mission,63
/rust-for-csharp-java/journal/,en,rust-for-csharp-java,Journal,97
/streeling/audio-engineering/aud-001-eq-compression-order/,en,streeling,EQ and Compression Order: Why Signal Chain Matters,148
/streeling/audio-engineering/,en,streeling,Audio Engineering,14
/streeling/cognitive-science/cog-001-your-brain-lies-to-you/,en,streeling,Your Brain Lies to You — Cognitive Biases Everyone Should Know,259
/streeling/cognitive-science/,en,streeling,Cognitive Science,14
/streeling/computer-science/cs-001-governing-agentic-loops/,en,streeling,Governing Agentic Loops: Preventing Unbounded Iteration in LLM-Driven Systems,197
/streeling/computer-science/cs-001-thinking-algorithmically/,en,streeling,Thinking Algorithmically,255
/streeling/computer-science/,en,streeling,Computer Science,15
/streeling/cybernetics/cyb-001-vsm-ai-governance-mapping/,en,streeling,CYB-001: Viable System Model Mapping to AI Governance,114
/streeling/cybernetics/cyb-002-active-dampening-cross-repo-oscillation/,en,streeling,CYB-002: Active Dampening Mechanisms for Cross-Repo Oscillation Control,191
/streeling/cybernetics/cyb-003-measuring-variety-ratio-quantitatively/,en,streeling,CYB-003: Measuring the Variety Ratio Quantitatively,311
/streeling/cybernetics/,en,streeling,Cybernetics,16
/streeling/data-visualization/,en,streeling,Data Visualization,14
/streeling/futurology/fut-001-thinking-about-tomorrow/,en,streeling,Thinking About Tomorrow — Introduction to Futures Thinking,221
/streeling/futurology/,en,streeling,Futurology,14
/streeling/guitar-acoustics/,en,streeling,Guitar Acoustics & Sound Synthesis,14
/streeling/guitar-alchemist-academy/gaa-001-your-first-chord/,en,streeling,Your First Chord — E Minor,149
/streeling/guitar-alchemist-academy/gaa-002-training-your-ear/,en,streeling,Training Your Ear — The Guitarist's Most Powerful Tool,358
/streeling/guitar-alchemist-academy/gaa-003-improvisation-foundations/,en,streeling,Improvisation Foundations — From Your First Solo to Confident Self-Expression,491
/streeling/guitar-alchemist-academy/,en,streeling,Guitar Alchemist Academy,16
/streeling/guitar-studies/gtr-001-the-fretboard-map/,en,streeling,The Fretboard Map,231
/streeling/guitar-studies/gtr-002-caged-geometry/,en,streeling,CAGED Geometry: Why Five Shapes Rule the Fretboard,159
/streeling/guitar-studies/,en,streeling,Guitar Studies,15
/streeling/,en,streeling,Streeling University,46
/streeling/information-theory/,en,streeling,Information Theory,14
/streeling/information-theory/inf-001-entropy-of-governance/,en,streeling,The Entropy of Governance — Measuring Policy Complexity,148
/streeling/journal/,en,streeling,Streeling journal,100
/streeling/mathematics/,en,streeling,Mathematics,14
/streeling/mathematics/mat-001-proof-strategies/,en,streeling,Proof Strategies — How to Prove Things,212
/streeling/music/,en,streeling,Music,19
/streeling/music/mus-001-what-is-a-chord/,en,streeling,What Is a Chord?,206
/streeling/music/mus-002-beyond-tonality/,en,streeling,Beyond Tonality: Post-Tonal Theory for Guitarists,453
/streeling/music/mus-003-functional-harmony/,en,streeling,How Harmony Works — Functional Harmony for Guitarists,549
/streeling/music/mus-004-rhythm-and-groove/,en,streeling,"Rhythm, Meter, and Groove: The Time Dimension of Music",558
/streeling/music/mus-005-jazz-harmony/,en,streeling,Jazz Harmony for Guitar: From ii-V-I to Coltrane Changes,667
/streeling/music/mus-006-the-scale-universe/,en,streeling,"The Scale Universe: 4,096 Possibilities From 12 Notes",587
/streeling/musicology/,en,streeling,Musicology,15
/streeling/musicology/mcl-001-how-music-evolves/,en,streeling,How Music Evolves — A Brief History of Western Music,189
/streeling/musicology/mcl-002-musical-form/,en,streeling,Musical Form and Structure — How Music Is Built,426
/streeling/network-science/,en,streeling,Network Science,14
/streeling/network-science/net-001-scale-free-tool-networks/,en,streeling,Scale-Free Tool Networks — Why Some Repos Connect to Everything,161
/streeling/philosophy/,en,streeling,Philosophy,14
/streeling/philosophy/phi-001-how-to-argue-well/,en,streeling,How to Argue Well — Logic and Critical Thinking,252
/streeling/physics/,en,streeling,Physics,14
/streeling/physics/phy-001-science-of-guitar-sound/,en,streeling,The Science of Guitar Sound,187
/streeling/product-management/,en,streeling,Product and Project Management,14
/streeling/product-management/pm-001-shipping-vs-talking/,en,streeling,Shipping vs Talking — How to Tell If You're Actually Building Something,216
/streeling/psychohistory/,en,streeling,Psychohistory,15
/streeling/psychohistory/psy-001-intro-fractal-compounding/,en,streeling,Introduction to Fractal Compounding,174
/streeling/psychohistory/psy-002-governance-phase-transitions/,en,streeling,Governance Phase Transitions,208
/streeling/semiotics/,en,streeling,Semiotics,14
/streeling/semiotics/sem-001-signs-in-governance/,en,streeling,Signs in Governance — Reading Constitutions Through Peirce's Lens,169
/streeling/visual-computing/,en,streeling,Visual Computing,78
/streeling/world-music-languages/,en,streeling,World Music & Languages,14
/streeling/world-music-languages/wml-001-guitar-around-the-world/,en,streeling,"Guitar Around the World — One Instrument, Many Traditions",262
/wsl-containers/01-concepts/,en,wsl-containers,1. Concepts,80
/wsl-containers/02-installation/,en,wsl-containers,2. Installation,134
/wsl-containers/03-first-containers/,en,wsl-containers,3. First containers,149
/wsl-containers/04-build-an-image/,en,wsl-containers,4. Building an image,441
/wsl-containers/05-wslc-vs-docker/,en,wsl-containers,5. wslc or Docker Desktop?,160
/wsl-containers/,en,wsl-containers,WSL containers — Mission,49
/wsl-containers/journal/,en,wsl-containers,Journal,884
